id,name,map_url,img_url,rating,total_review,pricing,address,city,category,about,opening_hours,keyword_category
d994a505-1938-444b-af3e-89a765ba6e97,Prime Cailendra Hotel RedPartner near Malioboro Yogyakarta,https://www.google.com/maps/place/Prime+Cailendra+Hotel+RedPartner+near+Malioboro+Yogyakarta/data=!4m10!3m9!1s0x2e7a579de7020d3f:0x93f879c946476968!5m2!4m1!1i2!8m2!3d-7.810462!4d110.377238!16s%2Fg%2F11c54_0krg!19sChIJPw0C551Xei4RaGlHRsl5-JM?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNjkNoElKW5s1IjmhkJxU8IabX4cIVN53lg28MH=w408-h272-k-no,4.5,326,,"Jl. Taman Siswa No.91, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55111, Indonesia",Kabupaten Sleman,{},{},{},
b662cccf-ab97-4017-8d24-513c989b62b1,Dapoer SOTO SELAN Semarang,https://www.google.com/maps/place/Dapoer+SOTO+SELAN+Semarang/data=!4m7!3m6!1s0x2e69f7b084e02289:0x98c28459ea7174fd!8m2!3d-6.1652268!4d106.7593438!16s%2Fg%2F11f03zpbl9!19sChIJiSLghLD3aS4R_XRx6lmEwpg?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOKuj5n1tPgbY0VeLd7NGHMtol2Hgqcd4Ii1knJ=w408-h306-k-no,4.2,152,,"Jl. Komp. Green Garden No.3, RT.13/RW.3, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520, Indonesia",Kota Jakarta Barat,"{""pricing_strategy"": ""8"", ""sales"": ""5"", ""ayam_bakar"": ""5"", ""bumbu"": ""4""}","{""service_options"": ""no-contact delivery, delivery, takeout, dine-in"", ""offerings"": ""halal food"", ""dining_options"": ""breakfast, brunch, lunch, dinner, catering"", ""amenities"": ""good for kids, restroom"", ""atmosphere"": ""casual"", ""crowd"": ""family-friendly, groups"", ""planning"": ""accepts reservations""}",{},"[""tempat makan""]"
8f2599fc-8c34-4039-8197-2615c3350717,Terminal Futsal,https://www.google.com/maps/place/Terminal+Futsal/data=!4m7!3m6!1s0x2e69f6d03520a25d:0xe8420ddc760b7eff!8m2!3d-6.2112605!4d106.781299!16s%2Fg%2F11cs6981qx!19sChIJXaIgNdD2aS4R_34LdtwNQug?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMHiXITKkwpVPIxO9iYjpjYEnNSbWOJVZ8SmTAf=w408-h305-k-no,4.4,640,,"Jl. Masjid Al Anwar No.Kav. 2, RT.2/RW.1, Sukabumi Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11540, Indonesia",Kota Jakarta Barat,"{""parking"": ""14"", ""area"": ""13"", ""pricing_strategy"": ""10"", ""for_motorcycle"": ""9"", ""lawn"": ""6"", ""cafe"": ""5"", ""drinks"": ""5"", ""sport"": ""5"", ""territory"": ""4"", ""standards"": ""4""}","{""accessibility"": ""wheelchair accessible entrance"", ""No accessibility"": ""wheelchair accessible parking lot""}",{},['kegiatan']
5a680583-b94d-47b3-a61f-92694c3316c2,Mail Lesehan fatmawati,https://www.google.com/maps/place/Mail+Lesehan+fatmawati/data=!4m7!3m6!1s0x2e69f19fa81d1c7f:0x225298fc778dbec8!8m2!3d-6.2615994!4d106.7967419!16s%2Fg%2F11cs3g_djz!19sChIJfxwdqJ_xaS4RyL6Nd_yYUiI?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipP91ZxKpJNZ7ZpyuXyDOeWTgS1iwkWAW8YOd6FK=w408-h306-k-no,4.5,688,,"Jl. RS. Fatmawati Raya No.85, RT.8/RW.5, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150, Indonesia",Kota Jakarta Selatan,"{""sambal"": ""47"", ""skin"": ""16"", ""spicy"": ""16"", ""fried"": ""13"", ""music"": ""10"", ""sides"": ""10"", ""tables"": ""8"", ""jengkol"": ""6"", ""patience"": ""6"", ""shrimp"": ""5""}","{""service_options"": ""outdoor seating, delivery, takeout, dine-in"", ""No accessibility"": ""wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible seating"", ""offerings"": ""halal food, late-night food"", ""dining_options"": ""lunch, dinner, seating"", ""atmosphere"": ""casual, cozy"", ""crowd"": ""family-friendly, groups"", ""payments"": ""cash-only, debit cards""}",{},['tempat makan']
81bf65dd-15cb-4949-9edc-0132e76709de,Bed and Breakfast Tomang,https://www.google.com/maps/place/Bed+and+Breakfast+Tomang/data=!4m10!3m9!1s0x2e69f6610289b55d:0x9210070de72d5a7a!5m2!4m1!1i2!8m2!3d-6.1742967!4d106.7972512!16s%2Fg%2F1jgm34xlz!19sChIJXbWJAmH2aS4Relot5w0HEJI?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPALGaaG5I-rA_VP5WrHNFopd_LW5IxEQBLL1r7=w480-h240-k-no,4.7,89,,"Jl. Gelong Baru Timur VI No.3, RW.2, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440, Indonesia",Kota Jakarta Barat,{},{},{},"[""penginapan""]"
10ac4ef4-6c7d-4a27-a4fc-60a5b67ec34c,Mrajak Keramik Kasongan I Sentra Pelatihan Dan Wisata Gerabah Kasongan Yogyakarta,https://www.google.com/maps/place/Mrajak+Keramik+Kasongan+I+Sentra+Pelatihan+Dan+Wisata+Gerabah+Kasongan+Yogyakarta/data=!4m7!3m6!1s0x2e7a56296cd3e521:0x60a42a6cf8a32741!8m2!3d-7.8452343!4d110.3348355!16s%2Fg%2F11cjpvgpnv!19sChIJIeXTbClWei4RQSej-GwqpGA?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNU29ywObIpW4wP4jBiSz7orc2uTg84NIC7tJrB=w408-h612-k-no,4.9,80,,"Jl. Kasongan No.RT. 03, Kajen, Bangunjiwo, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",Kabupaten Bantul,"{""educational_game"": ""7"", ""learning"": ""7"", ""craft"": ""6"", ""public_service"": ""4"", ""workshop"": ""3"", ""strategy"": ""3""}","{""amenities"": ""good for kids"", ""planning"": ""appointment required""}",{},['tempat makan']
00e6e095-84e3-459f-84d2-280db70a79d9,Monumen Yogya Kembali,https://www.google.com/maps/place/Monumen+Yogya+Kembali/data=!4m7!3m6!1s0x2e7a58f99013c989:0x2a96db25b8ff4333!8m2!3d-7.7495904!4d110.3696068!16s%2Fm%2F0gfgg53!19sChIJickTkPlYei4RM0P_uCXblio?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipP2L9jab3vZJMpGXyrQKPxf40ts9bk2Q4QsVS_m=w408-h306-k-no,4.5,12943,,"7929+5R9, Jl. Ring Road Utara, Jongkang, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581, Indonesia",Kabupaten Sleman,"{""learning"": ""301"", ""dioramas"": ""165"", ""indonesian_national_revolution"": ""72"", ""school_trip"": ""66"", ""proclamation_of_indonesian_independence"": ""44"", ""primary_school"": ""38"", ""1949"": ""37"", ""general_soedirman"": ""30"", ""soeharto"": ""20"", ""rainbow"": ""17""}","{""description"": ""cone-shaped museum featuring dioramas & other exhibits on the indonesian national revolution."", ""accessibility"": ""wheelchair accessible entrance, wheelchair accessible parking lot"", ""amenities"": ""good for kids""}",{},"[""tempat wisata""]"
fadb5ab6-8950-41fc-8962-eea70367d98b,Hotel Rakacia,https://www.google.com/maps/place/Hotel+Rakacia/data=!4m10!3m9!1s0x2e69f4eb1f4a28f9:0x1d95a8dfdda8dc0a!5m2!4m1!1i2!8m2!3d-6.1931721!4d106.9014138!16s%2Fg%2F1q62kk1kv!19sChIJ-ShKH-v0aS4RCtyo3d-olR0?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-proxy/AE4_-5HqfZ-GtrxPsm4pQ8WC9EhYxM66s4M1ubVar0w4bYH4DXWt-HY0Myc0ICK-chA7-KV0j-Ew6sc4omHrbCtqqNbpObnwghJzogNpg_4X85H6eRT2vInVVDrwXXLqYtqD-BZ3GucqbxXe-owzP_FAodXeoPHmFq_1ui8UMo0BHm3BUiNE-8DrfKw=w408-h305-k-no,3.7,820,,"Jl. Pemuda No.10, RT.12/RW.4, Jati, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13220, Indonesia",Kota Jakarta Timur,{},{},{},"[""penginapan""]"
5c159e60-74fa-480a-a102-6e141677f613,All Nite & Day Residence - Kebon Jeruk,https://www.google.com/maps/place/All+Nite+%26+Day+Residence+-+Kebon+Jeruk/data=!4m10!3m9!1s0x2e69f7dd02c043b3:0xf6cbf9cb195c029b!5m2!4m1!1i2!8m2!3d-6.1961404!4d106.7637518!16s%2Fg%2F11h64xdry4!19sChIJs0PAAt33aS4RmwJcGcv5y_Y?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNdpYUaoY3uek6DcpIKuvjjWtQsXP23DRv3GHvA=w408-h272-k-no,4.5,567,,"Jl. Perjuangan No.19A, RT.10/RW.7, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530, Indonesia",Kota Jakarta Barat,{},{},{},"[""penginapan""]"
e8222718-1d3d-48d2-8456-898a95c12f2d,RM Padang Bendogorok 1,https://www.google.com/maps/place/RM+Padang+Bendogorok+1/data=!4m7!3m6!1s0x2e7a5436886c87bd:0xd050272acd1aad72!8m2!3d-7.8968769!4d110.3846286!16s%2Fg%2F11b6jgkbjl!19sChIJvYdsiDZUei4Rcq0azSonUNA?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPB6y9Y14vLi95df-ooJTG4iChsHE1Ghj8hWKcB=w426-h240-k-no,4.4,344,,"493M+6VR, Jalan Imogiri Timur, Trimulyo, Jetis, Ponggok I, Trimulyo, Kec. Jetis, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55781, Indonesia",Kabupaten Bantul,"{""price"": ""27"", ""sides"": ""17"", ""gravy"": ""11"", ""parking"": ""8"", ""table"": ""4"", ""fried_chicken"": ""4"", ""waitress"": ""3"", ""nasi"": ""3"", ""rendang"": ""3"", ""public_service"": ""3""}","{""service_options"": ""delivery, takeout, dine-in"", ""No accessibility"": ""wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible seating"", ""offerings"": ""coffee, halal food"", ""dining_options"": ""breakfast, lunch"", ""amenities"": ""good for kids, restroom"", ""atmosphere"": ""casual, cozy"", ""crowd"": ""groups"", ""planning"": ""accepts reservations"", ""payments"": ""cash-only""}",{},
e097cb1d-656a-46ad-a198-31ba5c3c7278,Kamseng Restaurant,https://www.google.com/maps/place/Kamseng+Restaurant/data=!4m7!3m6!1s0x2e69f5fd89bf9c93:0x29b4488419d9ef5!8m2!3d-6.1481822!4d106.8185915!16s%2Fg%2F1tgyz03f!19sChIJk5y_if31aS4R9Z6dQYhEmwI?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipP1El6j56b34DGv_eyw49qrCUak6h3eWqPMbQAq=w408-h306-k-no,4.3,3021,Moderate,"Jl. Mangga Besar 1 No.26, RW.5, Mangga Besar, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11180, Indonesia",Kota Jakarta Barat,{},"{""description"": ""unfussy fixture dishing up chinese-style rice porridge & other comfort fare in a bright quarters."", ""service_options"": ""takeout, dine-in"", ""highlights"": ""fast service"", ""No accessibility"": ""wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""offerings"": ""coffee, healthy options, late-night food"", ""dining_options"": ""breakfast, brunch, lunch, dinner, dessert"", ""amenities"": ""good for kids, restroom"", ""atmosphere"": ""casual"", ""crowd"": ""groups"", ""planning"": ""accepts reservations"", ""payments"": ""debit cards, credit cards""}",{},"[""tempat makan""]"
c3a0bb61-5124-4ffb-b8ea-89af8ffd9528,"ToffeeDev - Web Design & Development, SEO Agency in Jakarta","https://www.google.com/maps/place/ToffeeDev+-+Web+Design+%26+Development,+SEO+Agency+in+Jakarta/data=!4m7!3m6!1s0x2e69f71860849f4d:0x45337bcda2c43402!8m2!3d-6.1980321!4d106.7620288!16s%2Fg%2F11cjhszhh_!19sChIJTZ-EYBj3aS4RAjTEos17M0U?authuser=0&hl=en&rclk=1",https://lh5.googleusercontent.com/p/AF1QipN0eY3TnhX-QkRD3H3Pr0rqqnvo8kQy1l9Ob08p=w426-h240-k-no,4.8,56,,"PT Toffee International, Ruko Business Park, Jl. Meruya Ilir Raya No.88, RT.1/RW.5, Meruya Utara, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620, Indonesia",Kota Jakarta Barat,"{""digital_marketing"": ""5"", ""learn"": ""4"", ""experience"": ""3""}","{""service_options"": ""online appointments"", ""planning"": ""appointment required""}",{},['kegiatan']
d8e07523-d56d-4b99-a006-1b25f99ab80e,Warung Makan,https://www.google.com/maps/place/Warung+Makan/data=!4m7!3m6!1s0x2e69f19384578f53:0xeebe9a2bd735de3f!8m2!3d-6.2480377!4d106.786255!16s%2Fg%2F11hz0jyqf1!19sChIJU49XhJPxaS4RP9411yuavu4?authuser=0&hl=en&rclk=1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NBxPsm1GTE2BfitJvu10FQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.72964&pitch=0&thumbfov=100,4.8,4,,"Jl. Jatayu No.48, RT.1/RW.12, Kby. Lama Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240, Indonesia",Kota Jakarta Selatan,{},"{""service_options"": ""takeout, dine-in"", ""offerings"": ""halal food"", ""dining_options"": ""lunch"", ""payments"": ""cash-only""}",{},"[""tempat makan""]"
67805d50-5552-46b4-bf62-0b584047acc1,TM Seasons City,https://www.google.com/maps/place/TM+Seasons+City/data=!4m7!3m6!1s0x2e69f61599b98ce3:0x3dfe2e620492b590!8m2!3d-6.153435!4d106.7959604!16s%2Fg%2F11b7hd_mcc!19sChIJ44y5mRX2aS4RkLWSBGIu_j0?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPHObcf5Tpe3rXyQMsOvZY6IT41cHmYf0I8WljM=w408-h306-k-no,4.3,25924,,"Jl. Prof. Dr. Latumeten No.33, RW.1, Jemb. Besi, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11320, Indonesia",Kota Jakarta Barat,"{""apartment"": ""188"", ""traffic_jam"": ""167"", ""carrefour"": ""101"", ""agate"": ""58"", ""rocks"": ""49"", ""smoking"": ""46"", ""solid"": ""42"", ""hokben"": ""26"", ""ramayana"": ""10""}","{""description"": ""retail center with shops catering to local residents plus entertainment facilities for kids."", ""service_options"": ""in-store shopping"", ""highlights"": ""playground"", ""accessibility"": ""wheelchair accessible elevator, wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair rental"", ""amenities"": ""free wi-fi""}",{},['kegiatan']
65a7d8d2-a066-4e62-99af-1911d917ac12,Top Malioboro Hotel Jogja,https://www.google.com/maps/place/Top+Malioboro+Hotel+Jogja/data=!4m10!3m9!1s0x2e7a5818b5ca88ff:0xb8f32f34eab67ecb!5m2!4m1!1i2!8m2!3d-7.7912164!4d110.353272!16s%2Fg%2F11bbypw_1w!19sChIJ_4jKtRhYei4Ry3626jQv87g?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNCKuA2sBd9rzcph7U7ircAiljFt6t54f8swkIW=w408-h452-k-no,4,2325,,"Jl. HOS Cokroaminoto No.145, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244, Indonesia",Kota Yogyakarta,{},{},{},
428748dc-4045-40b0-beab-49352e852cba,Bakmie Aloi,https://www.google.com/maps/place/Bakmie+Aloi/data=!4m7!3m6!1s0x2e69f528b42ae397:0x5d4d4435dc9abd49!8m2!3d-6.1692276!4d106.9010351!16s%2Fg%2F11cn8sft6m!19sChIJl-MqtCj1aS4RSb2a3DVETV0?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMon0iKxDzCZ0oGcQ_A_rjft5rVVIuhZv2wTe3-=w408-h306-k-no,4.5,1431,Moderate,"Jl. Raya Klp. Kopyor No.7, RT.17/RW.2, East Kelapa Gading, Kelapa Gading, North Jakarta City, Jakarta 14240, Indonesia",Kota Jakarta Utara,"{""halal"": ""35"", ""baso"": ""24"", ""mushroom"": ""15"", ""pork_noodle"": ""14"", ""minced"": ""14"", ""chasiu"": ""11"", ""acar"": ""10"", ""kelapa"": ""9"", ""shallots"": ""6"", ""champions"": ""5""}","{""description"": ""hefty noodle dishes served with a range of toppings in a casual, compact neighborhood eatery."", ""service_options"": ""no-contact delivery, delivery, takeout, dine-in"", ""highlights"": ""fast service"", ""No accessibility"": ""wheelchair accessible parking lot, wheelchair accessible restroom, wheelchair accessible seating"", ""dining_options"": ""breakfast, brunch, lunch, dinner"", ""amenities"": ""good for kids, restroom"", ""atmosphere"": ""casual"", ""crowd"": ""groups""}",{},['tempat makan']
d53813e7-19ed-413a-b1d3-7c019dcaeab6,Makan Enak Dan Murah,https://www.google.com/maps/place/Makan+Enak+Dan+Murah/data=!4m7!3m6!1s0x2e69f65a982fc643:0x699555441b9501e7!8m2!3d-6.1689506!4d106.7831388!16s%2Fg%2F11hzxjn4fk!19sChIJQ8YvmFr2aS4R5wGVG0RVlWk?authuser=0&hl=en&rclk=1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f5njHv6QLYJ-XoQ1mk8S6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.23373&pitch=0&thumbfov=100,2,1,,"3, Jl. Taman Daan Mogot Raya No.32, RT.3/RW.1, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",Kota Jakarta Barat,{},"{""service_options"": ""takeout, dine-in"", ""offerings"": ""halal food"", ""dining_options"": ""lunch"", ""amenities"": ""good for kids"", ""atmosphere"": ""casual, cozy"", ""crowd"": ""groups""}",{},"[""tempat makan""]"
482754e9-94a9-4eab-bbcc-dda5417db3ba,Bungalo Bambu Sadranan,https://www.google.com/maps/place/Bungalo+Bambu+Sadranan/data=!4m10!3m9!1s0x2e7bba301b8c3651:0x9b8eaa3c47ec434c!5m2!4m1!1i2!8m2!3d-8.1457041!4d110.6046104!16s%2Fg%2F11b806qkgy!19sChIJUTaMGzC6ey4RTEPsRzyqjps?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMHNlswHhqzvdYSEjxpqXA4pjzPXPSdkOwQTjM5=w426-h240-k-no,4.3,31,,"Pantai Sadranan, Sidoharjo, Tepus, Pule Gundes II, Sidoharjo, Kec. Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55881, Indonesia",Kabupaten Gunung Kidul,{},{},{},
b565a512-0f3d-48e0-8938-d5bc307297f5,Fitand CoSpace Jakarta Pusat,https://www.google.com/maps/place/Fitand+CoSpace+Jakarta+Pusat/data=!4m7!3m6!1s0x2e69f58579388d1b:0xf299d94835238889!8m2!3d-6.1641237!4d106.8278969!16s%2Fg%2F11g4gc899w!19sChIJG404eYX1aS4RiYgjNUjZmfI?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPZCg96Ohrm4lZ3kiymOgxVnHzZcbIYb9SJHevH=w413-h240-k-no,4.9,29,,"Redtop Complex D7 (100 meters from Redtop Hotel Entrance, Pecenongan St Raya No.72, RT.2/RW.4, Kebon Kelapa, Gambir, Central Jakarta City, Jakarta 10120",Kota Jakarta Utara,"{""meeting"": ""5"", ""start_up_company"": ""4"", ""co-working"": ""3""}","{""No accessibility"": ""wheelchair-accessible car park, wheelchair-accessible entrance""}",{},['tempat wisata']
39927aa2-171d-4eec-8516-33cb57d2dade,Pondok Makan Lesehan Griyo Wono,https://www.google.com/maps/place/Pondok+Makan+Lesehan+Griyo+Wono/data=!4m7!3m6!1s0x2e7bb07bffffffff:0x99f6231d66d034c3!8m2!3d-8.1288283!4d110.5641866!16s%2Fg%2F11b6tblsl9!19sChIJ_____3uwey4RwzTQZh0j9pk?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNjvGj_Pb9vbzqy8X6lYvZywxmU7cHUlLu09cXS=w408-h306-k-no,4.2,2437,Moderate,"Ngalos, Kemadang, Tanjungsari, Gunung Kidul Regency, Special Region of Yogyakarta 55881, Indonesia",Kabupaten Gunung Kidul,"{""area"": ""178"", ""beach"": ""86"", ""parking"": ""79"", ""toilet"": ""50"", ""busses"": ""25"", ""seafood"": ""20"", ""flies"": ""18"", ""ikan_bakar"": ""18"", ""chairs"": ""13""}","{""service_options"": ""outdoor seating, no-contact delivery, delivery, takeout, dine-in"", ""accessibility"": ""wheelchair accessible restroom"", ""No accessibility"": ""wheelchair accessible entrance, wheelchair accessible parking lot, wheelchair accessible seating"", ""offerings"": ""coffee, halal food, kids' menu"", ""dining_options"": ""breakfast, brunch, lunch, dinner, catering, dessert, seating"", ""amenities"": ""good for kids, restroom"", ""atmosphere"": ""casual, cozy"", ""crowd"": ""groups"", ""planning"": ""accepts reservations"", ""payments"": ""cash-only""}",{},
18081da8-8503-47f3-81be-8264059bfe37,Swimming Pool Pantai Mutiara,https://www.google.com/maps/place/Swimming+Pool+Pantai+Mutiara/data=!4m7!3m6!1s0x2e6a1db9c5e41509:0xa76aa08c8266011c!8m2!3d-6.1074487!4d106.7909766!16s%2Fg%2F11ddxm59c_!19sChIJCRXkxbkdai4RHAFmgoygaqc?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMUu3C5Sb20KWr3GI8Jgj44-6XiyELMYFfejj11=w434-h240-k-no,4.5,457,,"7, Jl. Pantai Mutiara No.p/34, RT.7/RW.16, Pluit, Penjaringan, North Jakarta City, Jakarta 14450, Indonesia",Jakarta Utara,"{""sea"": ""15"", ""area"": ""8"", ""tickets"": ""7"", ""room"": ""6"", ""mosquitoes"": ""5"", ""night"": ""5"", ""people"": ""5"", ""weekend"": ""5"", ""lifeguards"": ""5"", ""clean"": ""5""}","{""accessibility"": ""wheelchair accessible entrance, wheelchair accessible parking lot""}",{},
da47d913-8427-45bc-90cf-69995629aa78,Kuwaru Beach,https://www.google.com/maps/place/Kuwaru+Beach/data=!4m7!3m6!1s0x2e7b021c00000001:0xf52a57f605404c70!8m2!3d-7.9909324!4d110.2262824!16s%2Fg%2F1pztmhf4n!19sChIJAQAAABwCey4RcExABfZXKvU?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOg61KWVubHzcBOAWnr4fuHhc6sbVTr0NV7fnvv=w408-h306-k-no,4.1,1302,,"265G+JGF, Kawaru, Poncosari, Kec. Srandakan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55762",Kabupaten Bantul,"{""waves"": ""49"", ""trees"": ""34"", ""abrasion"": ""26"", ""seafood"": ""14"", ""cleanliness"": ""10"", ""goa_cemara_beach"": ""6"", ""parangtritis_beach"": ""5"", ""tourism_object"": ""5""}","{""No accessibility"": ""wheelchair-accessible car park"", ""amenities"": ""good for kids""}",{},['tempat makan']
7045fd67-8cdb-41d1-a98d-fce93d21ab3a,D'Cozie Hotel by Prasanthi,https://www.google.com/maps/place/D%27Cozie+Hotel+by+Prasanthi/data=!4m10!3m9!1s0x2e69f1693b3a1589:0x1a6ea552ac68ad55!5m2!4m1!1i2!8m2!3d-6.2426106!4d106.8021876!16s%2Fg%2F11b63cll1c!19sChIJiRU6O2nxaS4RVa1orFKlbho?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-proxy/AE4_-5GlV8m1BBv-iyjsrYTvi_-EROOhdTk9RRH4UFWRbBzUn61zIY0DYzHUMUeiL69QGGxb8U3GfNRzPBWDxKdlfDd6zS3ntD1Z3erN-K8IlpekJhLKBw8RHPmJccE7DNrcLUVEkk0EaS-Wi6JtEduPG9rfeprAzxeEnJNPii9hzJa95VcCkDTiA1S4=w408-h261-k-no,4.1,814,,"Jl. Sultan Hasanudin No.57, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160, Indonesia",Kota Jakarta Selatan,{},{},{},
c3646b60-41e6-412e-8d21-f7b650e71cfa,Hotel Bulevar Tanjung Duren Jakarta,https://www.google.com/maps/place/Hotel+Bulevar+Tanjung+Duren+Jakarta/data=!4m10!3m9!1s0x2e69f65938391f8d:0xbf0de316c1f1d81e!5m2!4m1!1i2!8m2!3d-6.1739348!4d106.7869936!16s%2Fg%2F1tfttd68!19sChIJjR85OFn2aS4RHtjxwRbjDb8?authuser=0&hl=en&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMim4cd52G_L_OuE8O0rIFn80hBDpc6oZJ-He_0=w408-h306-k-no,3.6,1272,,"10, Jl. Tanjung Duren Raya No.1, RT.1/RW.5, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",Kota Jakarta Barat,{},{},{},"[""penginapan""]"
96b4a718-7aaf-4b34-8866-138a72ced720,Collection O 91071 Hotel Desa Wisata Tmii,https://www.google.com/maps/place/Collection+O+91071+Hotel+Desa+Wisata+Tmii/data=!4m10!3m9!1s0x2e69ed507b740cad:0xf95df81c1215cd9f!5m2!4m1!1i2!8m2!3d-6.304598!4d106.901022!16s%2Fg%2F1pp2vjg65!19sChIJrQx0e1DtaS4Rn80VEhz4Xfk?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-proxy/AE4_-5FwfF8FUzlMtAUssNLHaOOpb4N_HckJLLSpWKEYelmRSoNKRRu901jQvVWEnj-JjUianjb99pT64OZoigpHORPAE_WpNaJdyb1i1o3fRAKeRMTiAy1_HQ4TB3XBngXZi-ylWoZD3MTwktiIBxCrcNiYAyrdBKdza9s7dPXEU1f0rv2KRZSdKOWt=w408-h306-k-no,4.2,999,,"Jl. Raya TMII, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",Kota Jakarta Timur,{},{},{},
518cf105-9cdd-43eb-b625-8e39c53665a7,Omah Qu,https://www.google.com/maps/place/Omah+Qu/data=!4m10!3m9!1s0x2e7a5780edf113d1:0x530ecd6c6fc66e94!5m2!4m1!1i2!8m2!3d-7.797158!4d110.374789!16s%2Fg%2F11b6dpm4xd!19sChIJ0RPx7YBXei4RlG7Gb2zNDlM?authuser=0&hl=en&rclk=1,https://lh3.googleusercontent.com/gps-proxy/AE4_-5Erb5TYkLjbZqEkdXjF9WnX0llLYwKn-__JfGBC05Qer4o0k7jIhNKiMomjTk8k0gVpKjPrTLgv4IABOX5pXzH56bPpBektB_mvDKNt2yVc5oq-C73T5Wr_BLiq2wFDMefEUOpI_yo8Tc38jDNcsht6rpAw8bhjjP852V87oOOcVJ6XRToWMaV6=w408-h612-k-no,4.5,303,,"Jl. Bausasran No.34, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122, Indonesia",Kabupaten Sleman,{},{},{},
