,name,map_url,img_url,rating,total_review,address,city,category,about,keyword_category,latitude,longitude,id
0,Taman Kebagusan,https://www.google.com/maps/place/Taman+Kebagusan/data=!4m7!3m6!1s0x2e69edf840d67ca1:0xc964ba63937feafe!8m2!3d-6.3010192!4d106.82809!16s%2Fg%2F11gf9q789s!19sChIJoXzWQPjtaS4R_up_k2O6ZMk?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOdy9Db7IfWsv9XQTorzMdsaBE9R8Hy0myh7qaR=w408-h306-k-no,4.5,286.0,"MRXH+H6W, Jl. Kebagusan I, RT.9/RW.7, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520",Kota Jakarta Selatan,"{""sampah"": ""12"", ""bermain"": ""11"", ""jogging"": ""10"", ""olahraga"": ""9"", ""warga"": ""8"", ""sore"": ""7"", ""toilet"": ""7"", ""skateboard"": ""6"", ""pagi"": ""6"", ""sejuk"": ""5""}","{""aksesibilitas"": ""pintu masuk khusus pengguna kursi roda"", ""fasilitas"": ""cocok untuk anak-anak, perosotan, toilet umum""}",['tempat wisata'],-6.30102,106.828,0
1,Inspektorat Daerah Kabupaten Kulon Progo,https://www.google.com/maps/place/Inspektorat+Daerah+Kabupaten+Kulon+Progo/data=!4m7!3m6!1s0x2e7afb22d4d4828f:0xd73dcae2194be974!8m2!3d-7.8572567!4d110.1635931!16s%2Fg%2F1pzq59xt5!19sChIJj4LU1CL7ei4RdOlLGeLKPdc?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOCL1l1u4V9PZhMVFPoRPBItf5hGhZRlVn09f_P=w426-h240-k-no,4.1,8.0,"45V7+3CW, Jl. Sugiman Gang Bispa, Kemiri, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55611",Kabupaten Kulon Progo,{},{},['kegiatan'],-7.85726,110.164,1
2,Pantai Sentosa Seafood Market,https://www.google.com/maps/place/Pantai+Sentosa+Seafood+Market/data=!4m7!3m6!1s0x2e69f73f891e981d:0xacc7a43e281e245e!8m2!3d-6.1825571!4d106.7287368!16s%2Fg%2F11h7fv8gg3!19sChIJHZgeiT_3aS4RXiQeKD6kx6w?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOlbJW4egbXmS2HocnLt2KM13Z7yDyxUpDkLf0=w408-h306-k-no,4.5,2654.0,"Jl. Lkr. Luar Barat No.23, RW.1, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",Kota Jakarta Barat,"{""sambal"": ""51"", ""diskon"": ""32"", ""makanan_segar"": ""27"", ""udang_goreng"": ""25"", ""tim"": ""25"", ""bumbu"": ""18"", ""saus_padang"": ""11"", ""cuci_tangan"": ""8"", ""bawal"": ""7""}","{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda"", ""penawaran"": ""kopi, makanan halal"", ""pilihan_makan"": ""sarapan, brunch, makan siang, makan malam, hidangan penutup"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi""}",['tempat makan'],-6.18256,106.729,2
3,Taman kebagusan raya,https://www.google.com/maps/place/Taman+kebagusan+raya/data=!4m7!3m6!1s0x2e69edeefd92fe41:0x13b6d1ceb8bec7ad!8m2!3d-6.3260835!4d106.8237893!16s%2Fg%2F11h_bnmf8m!19sChIJQf6S_e7taS4Rrce-uM7RthM?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOlyUSgVzwcmGInqSB6m9cicSArRCORBq1ixrzm=w408-h544-k-no,4.8,4.0,"Jl. Kebagusan Raya No.75 H, RT.13/RW.5, Jagakarsa, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12610",Kota Jakarta Selatan,{},"{""fasilitas"": ""cocok untuk anak-anak""}",['tempat wisata'],-6.32608,106.824,3
4,Pulau Ayer,https://www.google.com/maps/place/Pulau+Ayer/data=!4m7!3m6!1s0x2e6a744cdbf3983b:0x81e47cbc3452d822!8m2!3d-5.7636111!4d106.5830556!16s%2Fg%2F11b_2kky_1!19sChIJO5jz20x0ai4RIthSNLx85IE?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNU_yrGj4E16vGxCe9C071nGCFcB7cXMLcE8t4m=w408-h306-k-no,4.6,48.0,"Pulau Panggang, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta, Indonesia",Kabupaten Kepulauan Seribu,"{""snorkling"": ""4""}",{},['kegiatan'],-5.76361,106.583,4
5,Panti Jompo Karya Kasih,https://www.google.com/maps/place/Panti+Jompo+Karya+Kasih/data=!4m7!3m6!1s0x2e69f43664101601:0xbf650b93f78a92f4!8m2!3d-6.1819764!4d106.8388761!16s%2Fg%2F11g6bstrfm!19sChIJARYQZDb0aS4R9JKK95MLZb8?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPL-huV_ZjhzZbnHKGRwvUmzVezpG4T-hC5yUoC=w480-h240-k-no,4.4,18.0,"Jl. Kramat Kwitang I A No.10, RT.5/RW.4, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420",Kota Jakarta Pusat,{},{},['kegiatan'],-6.18198,106.839,5
6,Arka Coffee and Space,https://www.google.com/maps/place/Arka+Coffee+and+Space/data=!4m7!3m6!1s0x2e7a57fd1b7b39cb:0xb5d29267d6c87e3e!8m2!3d-7.8101671!4d110.3603694!16s%2Fg%2F11sq4trpnv!19sChIJyzl7G_1Xei4RPn7I1meS0rU?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOQERXsIUcxljReM_F_kyO7ebjv5ju3gLyx_4t_=w408-h508-k-no,4.9,361.0,"Jl. Taman Sari No.1/310, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133, Indonesia",Kota Yogyakarta,"{""toko_buku"": ""11"", ""taman"": ""9"", ""standar"": ""7"", ""kerja"": ""7"", ""strategis"": ""7"", ""wisata"": ""6"", ""colokan"": ""5"", ""area"": ""5"", ""santai"": ""5"", ""toilet"": ""5""}","{""opsi_layanan"": ""tempat duduk di area terbuka, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""kopi"", ""pilihan_makan"": ""hidangan penutup, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi""}",['kegiatan'],-7.81017,110.36,6
7,Kabupaten Kulon Progo,https://www.google.com/maps/place/Kabupaten+Kulon+Progo/data=!4m7!3m6!1s0x2e7ae554b4872e5d:0x3027a76e352bbf0!8m2!3d-7.8266798!4d110.1640846!16zL20vMDN4NGZr!19sChIJXS6HtFTlei4R8LtS43Z6AgM?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPAReE0P0HVVHsPNzUdJq-GmMrSbna9TTXwqykc=w426-h240-k-no,,,,Kabupaten Kulon Progo,{},{},['kegiatan'],-7.82668,110.164,7
8,Penginapan Backpacker Bantul,https://www.google.com/maps/place/Penginapan+Backpacker+Bantul/data=!4m7!3m6!1s0x2e7af8abb9028c45:0xb5fa45c78105456d!8m2!3d-7.8765998!4d110.3269102!16s%2Fg%2F11g890vv97!19sChIJRYwCuav4ei4RbUUFgcdF-rU?authuser=0&hl=id&rclk=1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jrgm3a3FzFjZ0XQtZcjMlA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=305.29343&pitch=0&thumbfov=100,5.0,3.0,"48FG+9Q7, Jl. Kyai Ageng Teram, Teruman, Bantul, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55711",Kabupaten Bantul,{},{},['penginapan'],-7.8766,110.327,8
9,ARTOTEL Suites Bianti - Yogyakarta,https://www.google.com/maps/place/ARTOTEL+Suites+Bianti+-+Yogyakarta/data=!4m7!3m6!1s0x2e7a5955cc7abbdb:0x1415c79b7cf6a048!8m2!3d-7.7828894!4d110.3819162!16s%2Fg%2F11sgz2rygm!19sChIJ27t6zFVZei4RSKD2fJvHFRQ?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipN5aJOuXtdfolzzDkfoQPTdOQq6l8ngbxAjRLKE=w426-h240-k-no,4.8,1124.0,"Jl. Urip Sumoharjo No.37, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222",Kota Yogyakarta,{},{},['kegiatan'],-7.78289,110.382,9
10,Pari Solata Seaview Homestay,https://www.google.com/maps/place/Pari+Solata+Seaview+Homestay/data=!4m10!3m9!1s0x2e6a0b82f4ed573b:0x81ee93ccdd0a2d88!5m2!4m1!1i2!8m2!3d-5.858455!4d106.6200346!16s%2Fg%2F11bysjnl_n!19sChIJO1ft9IILai4RiC0K3cyT7oE?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPO4sHnyfC5Wv_KAWWqo1Iouu6--cIy9N6CNSgC=w425-h240-k-no,4.2,256.0,"Jalan Dermaga No.2, Pulau Pari, Kec. Kepulauan Seribu Sel., Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14520, Indonesia",Kabupaten Kepulauan Seribu,{},{},['penginapan'],-5.85846,106.62,10
11,Pluit Junction XXI,https://www.google.com/maps/place/Pluit+Junction+XXI/data=!4m7!3m6!1s0x2e6a1d9280743731:0x9e122780c11db303!8m2!3d-6.1262108!4d106.7912192!16s%2Fg%2F1tf91ttw!19sChIJMTd0gJIdai4RA7MdwYAnEp4?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMWuRzCncgK45gCvO6xGvlGNb9EH5Otca0Hik37=w408-h725-k-no,4.2,11192.0,"Pluit Junction Mall, Jl. Pluit Raya No.1, Penjaringan, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14440, Indonesia",Kabupaten Kepulauan Seribu,"{""gym"": ""99"", ""karaoke"": ""53"", ""starbucks"": ""53"", ""nyaman"": ""37"", ""all_you_can_eat"": ""28"", ""mal_mati"": ""19"", ""pasar_petani"": ""19"", ""jd"": ""18"", ""ok_lah"": ""10"", ""busway"": ""10""}","{""aksesibilitas"": ""pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""makanan"", ""fasilitas"": ""cocok untuk anak-anak, restoran"", ""pembayaran"": ""kartu debit, pembayaran nfc dengan ponsel, kartu kredit""}",['kegiatan'],-6.12621,106.791,11
12,John & James Green Lake City,https://www.google.com/maps/place/John+%26+James+Green+Lake+City/data=!4m7!3m6!1s0x2e69f82d5f5ed153:0x8cd4908df3cfc99f!8m2!3d-6.1787799!4d106.7118121!16s%2Fg%2F11c54bnwpd!19sChIJU9FeXy34aS4Rn8nP842Q1Iw?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOkqKJ60NeQEL-1No6dWUmWv-nztEAqZfAC-vJI=w408-h311-k-no,4.5,984.0,"11750, Daerah Khusus Ibukota Jakarta, Kota Jakarta Barat, Kecamatan Cengkareng, Duri Kosambi, Ruko Sentra Niaga",Kota Jakarta Barat,"{""fetucini"": ""16"", ""vegan"": ""12"", ""soup"": ""10"", ""topping"": ""8"", ""salmon"": ""8"", ""promo"": ""7"", ""aglio_olio"": ""5"", ""pesan"": ""5""}","{""description"": ""restoran italia yang semarak dengan meja outdoor & nuansa santai yang menyajikan pasta, pizza & vino."", ""opsi_layanan"": ""tempat duduk di area terbuka, antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""alkohol, bir, hidangan larut malam, koktail, kopi, makanan halal, minuman happy hour, minuman keras, pilihan menu vegetarian, wine"", ""pilihan_makan"": ""brunch, makan siang, makan malam, hidangan penutup, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, kursi tinggi, memiliki bar, toilet, wi-fi, wi-fi gratis"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok, ramah keluarga"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""kartu debit, kartu kredit""}",['tempat makan'],-6.17878,106.712,12
13,Pelangi Rooms @ City Park Apartment,https://www.google.com/maps/place/Pelangi+Rooms+@+City+Park+Apartment/data=!4m7!3m6!1s0x2e6a1d509b5a067d:0xa3469e64664c3537!8m2!3d-6.1314925!4d106.7348646!16s%2Fg%2F11lkjg0zdb!19sChIJfQZam1Adai4RNzVMZmSeRqM?authuser=0&hl=id&rclk=1,https://lh3.googleusercontent.com/gps-proxy/AE4_-5FZokGtOE84O3kXnCEH2gWyGkMcVmuvJngZ4elHNge0u0L_rN6hCtfEgDs1UrQQeQjU6dj4ZCcqNApYUy2IES2Nil7lPAI2CSl5-pew1us3Q0IwQ3ZErPR9naR2-iJv1mzDtEj7Cn9nhz07tY6yK78DV9DQQ8PQXu2EQpJ801GtQR1g26Qvx5T6dw=w408-h272-k-no,4.5,122.0,"Ruko Citypark No.7, RW.14, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730, Indonesia",Kota Jakarta Barat,"{""pelayanan"": ""19"", ""strategis"": ""6"", ""karyawan"": ""5"", ""kamar_bersih"": ""3""}",{},['penginapan'],-6.13149,106.735,13
14,Jukung Seafood,https://www.google.com/maps/place/Jukung+Seafood/data=!4m7!3m6!1s0x2e41dfc74065ff91:0x11ec66f0ff67d404!8m2!3d-5.8006448!4d106.5040738!16s%2Fg%2F11cn0j1pcf!19sChIJkf9lQMffQS4RBNRn__Bm7BE?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMReWU4NJ_JGQQrLB-bJFTvPV9iM2_7-Cl2UAM6=w426-h240-k-no,4.1,95.0,"5GX3+PJW, Tidung Barat island, Tidung Island, South Kepulauan Seribu, Kepulauan Seribu Regency, Special Capital Region of Jakarta, Pulau Tidung, Kec. Kepulauan Seribu Sel., Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14520, Indonesia",Kabupaten Kepulauan Seribu,{},"{""opsi_layanan"": ""tempat duduk di area terbuka, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""kopi, makanan halal"", ""pilihan_makan"": ""sarapan, makan siang, makan malam, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-5.80064,106.504,14
15,Pantara Island,https://www.google.com/maps/place/Pantara+Island/data=!4m7!3m6!1s0x2e6a7f838a9188fb:0x4bc7afb704222093!8m2!3d-5.5297289!4d106.542333!16s%2Fg%2F11b8v9xq6n!19sChIJ-4iRioN_ai4RkyAiBLevx0s?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNw8_1qKPNhryruggKbF_h76ZDmsLClgww60K7r=w408-h306-k-no,4.5,168.0,"FGCR+4W4, Pantara, Pulau Harapan, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14540",Kabupaten Kepulauan Seribu,{},{},['kegiatan'],-5.52973,106.542,15
16,Pucanganom,https://www.google.com/maps/place/Pucanganom/data=!4m7!3m6!1s0x2e7bc9e86f6682a1:0x69cc9e5f1a805e9f!8m2!3d-8.042794!4d110.7271464!16s%2Fg%2F122h6zc5!19sChIJoYJmb-jJey4Rn16AGl-ezGk?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPdsGmBDrm9ET4WRCIHLjBIw9QutWTHWznlZxkC=w408-h306-k-no,,,,Kabupaten Gunung Kidul,"{""foto"": ""2566"", ""sejuk"": ""986"", ""pemandangan"": ""787"", ""tiket"": ""577"", ""selfie"": ""280"", ""lampu"": ""212"", ""tangan"": ""109"", ""kreatif"": ""59"", ""2000"": ""47"", ""romantis"": ""30""}",{},['kegiatan'],-8.04279,110.727,16
17,Penginapan & Rumah Makan ROOSYTA,https://www.google.com/maps/place/Penginapan+%26+Rumah+Makan+ROOSYTA/data=!4m10!3m9!1s0x2e7bb9b21c85109b:0xb79c1f94b0c90091!5m2!4m1!1i2!8m2!3d-8.1828363!4d110.7100261!16s%2Fg%2F11m_cww5t4!19sChIJmxCFHLK5ey4RkQDJsJQfnLc?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPpeynQLn2lcp7Zb2O6RT3Rwj07Kiwr6x7wbjPK=w408-h306-k-no,4.6,20.0,"Jl. Wediombo Jungwok, Nglaban, Jepitu, Kec. Girisubo, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55883",Kabupaten Gunung Kidul,{},{},['penginapan'],-8.18284,110.71,17
18,Pesanggrahan Rejawinangun,https://www.google.com/maps/place/Pesanggrahan+Rejawinangun/data=!4m7!3m6!1s0x2e7a576dd4b35aff:0x1a193321f7e88dd7!8m2!3d-7.8105646!4d110.3932273!16s%2Fg%2F11c1qb8x95!19sChIJ_1qz1G1Xei4R143o9yEzGRo?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMwSDucQOhoZ3yM0Gg3W1nEquaE6kLtc96Hth7s=w408-h408-k-no,4.6,72.0,"Jl. Veteran No.77, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164, Indonesia",Kota Yogyakarta,"{""parkir"": ""5"", ""foto"": ""3""}","{""No aksesibilitas"": ""pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda, toilet khusus pengguna kursi roda"", ""fasilitas"": ""cocok untuk anak-anak""}",['tempat wisata'],-7.81056,110.393,18
19,Pantara Island,https://www.google.com/maps/place/Pantara+Island/data=!4m10!3m9!1s0x2e6a7f838a9188fb:0x4bc7afb704222093!5m2!4m1!1i2!8m2!3d-5.5297289!4d106.542333!16s%2Fg%2F11b8v9xq6n!19sChIJ-4iRioN_ai4RkyAiBLevx0s?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNw8_1qKPNhryruggKbF_h76ZDmsLClgww60K7r=w408-h306-k-no,4.5,168.0,"FGCR+4W4, Pantara, Pulau Harapan, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14540, Indonesia",Kabupaten Kepulauan Seribu,{},{},['kegiatan'],-5.52973,106.542,19
20,Taman Kebon Jeruk (Rumah Pohon),https://www.google.com/maps/place/Taman+Kebon+Jeruk+%28Rumah+Pohon%29/data=!4m7!3m6!1s0x2e69f73e30091727:0xff6f913d3b3c4286!8m2!3d-6.1909805!4d106.7687367!16s%2Fg%2F11h9bgrcxs!19sChIJJxcJMD73aS4RhkI8Oz2Rb_8?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNanFpehi1DeF3yRIgA7MJKFSKOXEKlbEwWpgTb=w426-h240-k-no,4.5,11.0,"11, RT.11/RW.10, Kb. Jeruk, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",Kota Jakarta Barat,{},"{""fasilitas"": ""cocok untuk anak-anak""}",['tempat wisata'],-6.19098,106.769,20
21,Penginapan Mutiara Laut,https://www.google.com/maps/place/Penginapan+Mutiara+Laut/data=!4m10!3m9!1s0x2e6a0b820c4047c5:0x3c139a952dd44d4e!5m2!4m1!1i2!8m2!3d-5.857177!4d106.6220301!16s%2Fg%2F11bzswhmdc!19sChIJxUdADIILai4RTk3ULZWaEzw?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOj6XUtRXv-Okh-TFtLsAQ_lq5Mf42N2c8jSlA=w426-h240-k-no,4.4,81.0,"Pulau Pari RT 001 RW 04, Pulau Pari, Kec. Kepulauan Seribu Sel., Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14520",Kabupaten Kepulauan Seribu,{},{},['penginapan'],-5.85718,106.622,21
22,Pantai Sunrise,https://www.google.com/maps/place/Pantai+Sunrise/data=!4m7!3m6!1s0x2e6a757bcef8fe0d:0x3fb197181d4c44ec!8m2!3d-5.7477288!4d106.6158507!16s%2Fg%2F11rmn62hvp!19sChIJDf74znt1ai4R7ERMHRiXsT8?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMQGvdunXtmQ7oku7fsWcOlQmt78zRTRu0Rl6TW=w425-h240-k-no,4.6,19.0,"7J28+W85, Unnamed Road, Panggang Island, North Kepulauan Seribu, Kepulauan Seribu Regency, Jakarta 14530, Indonesia",Kabupaten Kepulauan Seribu,"{""pulau"": ""4""}","{""fasilitas"": ""cocok untuk anak-anak""}",['tempat wisata'],-5.74773,106.616,22
23,Pulau Klp. Dua,https://www.google.com/maps/place/Pulau+Klp.+Dua/data=!4m7!3m6!1s0x2e6a782436bf34d1:0xfe771cb3db748256!8m2!3d-5.6492868!4d106.5670621!16s%2Fg%2F1hm4qyqfd!19sChIJ0TS_NiR4ai4RVoJ027Mcd_4?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNRavUWD67I4TZCWRRdEprNTDWesXUiz_3OcFpd=w426-h240-k-no,4.5,124.0,"Pulau Klp., Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta",Kabupaten Kepulauan Seribu,"{""penyu"": ""11"", ""mangrove"": ""8"", ""penangkaran"": ""4"", ""pantainya"": ""3""}",{},['kegiatan'],-5.64929,106.567,23
24,Pramuka Island,https://www.google.com/maps/place/Pramuka+Island/data=!4m7!3m6!1s0x2e6a759e131c2a41:0xa5fbc44335517f73!8m2!3d-5.7456851!4d106.6136429!16s%2Fg%2F11q8rpwvhq!19sChIJQSocE551ai4Rc39RNUPE-6U?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPprvUaPTXsOlTthK1JPjRj1Aq4P8Z7gqBgbVLN=w408-h306-k-no,4.4,7.0,"Pulau Pramuka, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14530, Indonesia",Kabupaten Kepulauan Seribu,{},"{""fasilitas"": ""cocok untuk anak-anak""}",['tempat wisata'],-5.74569,106.614,24
25,Penginapan pulau pari Saulendra,https://www.google.com/maps/place/Penginapan+pulau+pari+Saulendra/data=!4m7!3m6!1s0x2e6a0b25e1559f49:0x12aacccef649b58e!8m2!3d-5.8592682!4d106.6172152!16s%2Fg%2F11kwtfj18d!19sChIJSZ9V4SULai4RjrVJ9s7MqhI?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOWLO7zN7ePOMn-Ee10AKcWYBntzq2hodr7s8uv=w408-h306-k-no,,,"Jl. Pari Utama, Pulau Pari, Kec. Kepulauan Seribu Sel., Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14520, Indonesia",Kabupaten Kepulauan Seribu,{},{},['penginapan'],-5.85927,106.617,25
26,Penginapan zhadela,https://www.google.com/maps/place/Penginapan+zhadela/data=!4m10!3m9!1s0x2e41df6f6b164c99:0x80c422b6ab9d31b8!5m2!4m1!1i2!8m2!3d-5.7953422!4d106.4957033!16s%2Fg%2F11fk8cmsfg!19sChIJmUwWa2_fQS4RuDGdq7YixIA?authuser=0&hl=id&rclk=1,https://lh3.googleusercontent.com/gps-proxy/AE4_-5GIz7I4feXvpq1aTqhJZhKEPVCI9Ji8V7mmUzqClZ113-ZmPBO0KgEeqYxQvVSdFKQwUbklNem3-AG4TuRbbDjBRpIb7t5JoAwGjNZl9zogqp4MtUSvpi64-md1gZUfHozp94Ze_akxW6mAcajtkPc70DJo2NTF2XboaC4vl249IERF2JGZgUo=w437-h240-k-no,5.0,45.0,"Jl. Pantai Utara No.5, RT.5/RW.3, Pulau Tidung, Kec. Kepulauan Seribu Sel., Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14520",Kabupaten Kepulauan Seribu,{},{},['penginapan'],-5.79534,106.496,26
27,Penginapan Banyu Biru,https://www.google.com/maps/place/Penginapan+Banyu+Biru/data=!4m10!3m9!1s0x2e6a1f9364f395cd:0x1b82eff212812ccb!5m2!4m1!1i2!8m2!3d-6.111231!4d106.8946689!16s%2Fg%2F11cm0dlnvc!19sChIJzZXzZJMfai4RyyyBEvLvghs?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMk2NfA_gDJcoeO5mL7acJPqLSSiNPB1CyZXKZ3=w408-h272-k-no,3.4,277.0,"3, Jl. Lorong Z. Timur No.27, RT.3/RW.1, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14270",Kota Jakarta Utara,{},{},['penginapan'],-6.11123,106.895,27
28,Ayam Kampung Goreng Kebon Ndhelik Bausasran,https://www.google.com/maps/place/Ayam+Kampung+Goreng+Kebon+Ndhelik+Bausasran/data=!4m7!3m6!1s0x2e7a5780592d5f33:0x9546757518f7c78!8m2!3d-7.7973775!4d110.3757611!16s%2Fg%2F11cmtrtc7w!19sChIJM18tWYBXei4ReHyPUVdnVAk?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPAE1ZbCdc0whVr7KnwBtaezAiV_gBx6X9GkHVB=w408-h306-k-no,4.3,708.0,"Jl. Bausasran No.52, Purwokinanti, Pakualaman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166, Indonesia",Kota Yogyakarta,"{""luas"": ""42"", ""ayam_gorengnya"": ""21"", ""meeting"": ""8"", ""empuk"": ""7"", ""santai"": ""6"", ""standar"": ""6"", ""joglo"": ""6"", ""bangunan"": ""6"", ""rindang"": ""5"", ""terong"": ""5""}","{""opsi_layanan"": ""tempat duduk di area terbuka, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda"", ""penawaran"": ""kopi, makanan halal"", ""pilihan_makan"": ""makan siang, makan malam, katering, hidangan penutup, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi""}",['kegiatan'],-7.79738,110.376,28
